	sort	permil	freq
5988	трапезунда	0.24580170684705235	1.0
5989	животнии	0.24580170684705235	1.0
5990	корабельное	0.24580170684705235	1.0
5991	свеильник	0.24580170684705235	1.0
5992	супругой	0.24580170684705235	1.0
5993	напаяющия	2.4580170684705234	10.0
5994	киевопечерскую	0.737405120541157	3.0
5995	обуявшия	0.24580170684705235	1.0
5996	необратимых	0.24580170684705235	1.0
5997	никомидия	0.24580170684705235	1.0
5998	пустынниками	0.24580170684705235	1.0
5999	желанною	0.24580170684705235	1.0
6000	вкушающий	0.4916034136941047	2.0
6001	устраняяся	0.24580170684705235	1.0
6002	галичстей	0.24580170684705235	1.0
6003	тца	0.737405120541157	3.0
6004	покаянных	0.24580170684705235	1.0
6005	усмирившаго	0.24580170684705235	1.0
6006	отсекающ	0.4916034136941047	2.0
6007	священнопасомо	0.24580170684705235	1.0
6008	оестественный	0.24580170684705235	1.0
6009	утверждала	0.24580170684705235	1.0
6010	спогребяюся	0.24580170684705235	1.0
6011	мантиею	0.4916034136941047	2.0
6012	властолюбцу	0.737405120541157	3.0
6013	невредимой	0.24580170684705235	1.0
6014	пламеннейшее	0.24580170684705235	1.0
6015	властьмя	0.24580170684705235	1.0
6016	зажегший	0.24580170684705235	1.0
6017	многодетна	0.24580170684705235	1.0
6018	клещя	0.24580170684705235	1.0
6019	любопищней	0.24580170684705235	1.0
6020	ненаветных	0.24580170684705235	1.0
6021	побуждающего	0.24580170684705235	1.0
6022	прельстительными	0.24580170684705235	1.0
6023	допроса	0.24580170684705235	1.0
6024	доносят	0.24580170684705235	1.0
6025	твоюслезными	0.24580170684705235	1.0
6026	излиил	0.24580170684705235	1.0
6027	христианскою	0.24580170684705235	1.0
6028	моюпомощницу	0.24580170684705235	1.0
6029	созерцай	0.24580170684705235	1.0
6030	изобразительный	0.24580170684705235	1.0
6031	многочудесному	0.4916034136941047	2.0
6032	всыновлением	0.24580170684705235	1.0
6033	бопремудростию	0.24580170684705235	1.0
6034	темир	0.737405120541157	3.0
6035	наследятъ	0.24580170684705235	1.0
6036	превозносяше	0.24580170684705235	1.0
6037	философом	0.24580170684705235	1.0
6038	предначинаше	0.24580170684705235	1.0
6039	лонгинову	0.24580170684705235	1.0
6040	азия	0.4916034136941047	2.0
6041	преискренен	0.24580170684705235	1.0
6042	досязающ	0.4916034136941047	2.0
6043	греблей	0.24580170684705235	1.0
6044	соловецстей	0.4916034136941047	2.0
6045	прехвальному	0.4916034136941047	2.0
6046	одетися	0.24580170684705235	1.0
6047	шествовавша	0.4916034136941047	2.0
6048	истощаемь	0.24580170684705235	1.0
6049	подвизавсядобродетели	0.24580170684705235	1.0
6050	юновещественныя	0.24580170684705235	1.0
6051	богоноснеи	0.4916034136941047	2.0
6052	невозбранным	0.24580170684705235	1.0
6053	пименом	0.24580170684705235	1.0
6054	исправляемь	0.24580170684705235	1.0
6055	особенностями	0.737405120541157	3.0
6056	сторичествующия	0.4916034136941047	2.0
6057	отдираеме	0.24580170684705235	1.0
6058	бросив	0.24580170684705235	1.0
6059	чистотыселение	0.24580170684705235	1.0
6060	еретиками	0.24580170684705235	1.0
6061	июппийстем	0.24580170684705235	1.0
6062	распаляхуся	0.24580170684705235	1.0
6063	хом	0.24580170684705235	1.0
6064	ида	0.24580170684705235	1.0
6065	отступлей	0.24580170684705235	1.0
6066	неотъемлемому	0.24580170684705235	1.0
6067	злодейсцей	0.24580170684705235	1.0
6068	находящем	0.24580170684705235	1.0
6069	вселюбезнии	0.24580170684705235	1.0
6070	руководимый	0.24580170684705235	1.0
6071	спасающего	0.737405120541157	3.0
6072	рожд	0.24580170684705235	1.0
6073	обратилася	0.24580170684705235	1.0
6074	отпу	0.4916034136941047	2.0
6075	предидете	0.24580170684705235	1.0
6076	далматов	0.24580170684705235	1.0
6077	христотаинник	0.24580170684705235	1.0
6078	изявит	0.24580170684705235	1.0
6079	пребыва	0.24580170684705235	1.0
6080	отнюдными	0.24580170684705235	1.0
6081	соводворяюща	0.24580170684705235	1.0
6082	цветущу	0.24580170684705235	1.0
6083	помрачихом	0.24580170684705235	1.0
6084	являли	0.24580170684705235	1.0
6085	толгу	0.24580170684705235	1.0
6086	цартсвовали	0.24580170684705235	1.0
6087	ржеве	0.24580170684705235	1.0
6088	возжаждався	0.24580170684705235	1.0
6089	садофе	0.4916034136941047	2.0
6090	стихоло	0.24580170684705235	1.0
6091	ставлыпемуся	0.24580170684705235	1.0
6092	непреложному	0.24580170684705235	1.0
6093	украшаше	0.24580170684705235	1.0
6094	свержением	0.24580170684705235	1.0
6095	надмением	0.24580170684705235	1.0
6096	отступить	0.24580170684705235	1.0
6097	пасхальный	0.737405120541157	3.0
6098	возстании	0.24580170684705235	1.0
6099	попаляемое	0.24580170684705235	1.0
6100	обогатятся	0.24580170684705235	1.0
6101	превозношая	0.737405120541157	3.0
6102	мужемудрениая	0.24580170684705235	1.0
6103	телописании	0.24580170684705235	1.0
6104	ирмосот	0.24580170684705235	1.0
6105	поселив	0.24580170684705235	1.0
6106	мужествовала	0.24580170684705235	1.0
6107	сннзхождения	0.24580170684705235	1.0
6108	безсмертии	0.24580170684705235	1.0
6109	собственныи	0.24580170684705235	1.0
6110	смотряющ	0.24580170684705235	1.0
6111	косноязычия	0.24580170684705235	1.0
6112	вбздеяние	0.24580170684705235	1.0
6113	ходологоморскаго	0.24580170684705235	1.0
6114	скончаваешися	0.24580170684705235	1.0
6115	составляема	0.4916034136941047	2.0
6116	изощренна	0.24580170684705235	1.0
6117	тлеюща	0.4916034136941047	2.0
6118	прилунится	0.24580170684705235	1.0
6119	приспещрена	0.24580170684705235	1.0
6120	первоиераршее	0.24580170684705235	1.0
6121	преподала	0.24580170684705235	1.0
6122	прозрачному	0.24580170684705235	1.0
6123	насущных	0.24580170684705235	1.0
6124	сверепаго	0.24580170684705235	1.0
6125	покоих	0.24580170684705235	1.0
6126	есив	0.4916034136941047	2.0
6127	тавриона	0.4916034136941047	2.0
6128	странех	0.24580170684705235	1.0
6129	благорозгная	0.24580170684705235	1.0
6130	слышащим	0.24580170684705235	1.0
6131	чудс	0.24580170684705235	1.0
6132	владимирским	0.24580170684705235	1.0
6133	пославшим	0.24580170684705235	1.0
6134	указаси	0.24580170684705235	1.0
6135	неизреченные	0.4916034136941047	2.0
6136	крестисяявление	0.24580170684705235	1.0
6137	прилучит	0.24580170684705235	1.0
6138	ублаженому	0.24580170684705235	1.0
6139	алчбную	0.24580170684705235	1.0
6140	антипатову	0.24580170684705235	1.0
6141	изял	0.4916034136941047	2.0
6142	исайи	0.24580170684705235	1.0
6143	крагуев	0.24580170684705235	1.0
6144	судилося	0.24580170684705235	1.0
6145	изчезают	0.24580170684705235	1.0
6146	книзи	0.737405120541157	3.0
6147	оставляющими	0.24580170684705235	1.0
6148	маркону	0.24580170684705235	1.0
6149	возвеличенныя	0.24580170684705235	1.0
6150	воздержанную	0.24580170684705235	1.0
6151	пещерный	0.24580170684705235	1.0
6152	сопричастне	0.4916034136941047	2.0
6153	заколание	0.24580170684705235	1.0
6154	третиим	0.24580170684705235	1.0
6155	божественен	0.737405120541157	3.0
6156	радонежским	1.2290085342352617	5.0
6157	чужеземцы	0.24580170684705235	1.0
6158	устыдився	0.24580170684705235	1.0
6159	мануилом	0.24580170684705235	1.0
6160	израилътяном	0.24580170684705235	1.0
6161	единосущного	0.24580170684705235	1.0
6162	сергиева	2.4580170684705234	10.0
6163	лужецкаго	0.4916034136941047	2.0
6164	напитающий	0.24580170684705235	1.0
6165	получшим	0.24580170684705235	1.0
6166	иждившая	0.24580170684705235	1.0
6167	знающия	1.9664136547764188	8.0
6168	матеродевственным	0.24580170684705235	1.0
6169	сугубен	0.24580170684705235	1.0
6170	превознесением	0.24580170684705235	1.0
6171	бегаше	0.24580170684705235	1.0
6172	преподобнаи	0.24580170684705235	1.0
6173	возпрострем	0.24580170684705235	1.0
6174	христоподражатель	0.4916034136941047	2.0
6175	погашающ	0.24580170684705235	1.0
6176	испольшееся	0.24580170684705235	1.0
6177	милосердыя	0.24580170684705235	1.0
6178	естьтогда	0.24580170684705235	1.0
6179	нач	0.24580170684705235	1.0
6180	невредительный	0.24580170684705235	1.0
6181	обступльща	0.24580170684705235	1.0
6182	въслед	0.4916034136941047	2.0
6183	неприемныя	0.24580170684705235	1.0
6184	насаждьшися	0.24580170684705235	1.0
6185	разгоняше	0.24580170684705235	1.0
6186	ржевстии	0.24580170684705235	1.0
6187	поклоняние	0.4916034136941047	2.0
6188	распятым	0.24580170684705235	1.0
6189	препетому	1.2290085342352617	5.0
6190	повергавши	0.24580170684705235	1.0
6191	вееблаженная	0.24580170684705235	1.0
6192	сподвизающим	0.24580170684705235	1.0
6193	козлогласованием	0.24580170684705235	1.0
6194	подружием	0.24580170684705235	1.0
6195	слагал	0.24580170684705235	1.0
6196	гобзованием	0.4916034136941047	2.0
6197	схимонахоангельском	0.4916034136941047	2.0
6198	романову	0.24580170684705235	1.0
6199	завистника	0.24580170684705235	1.0
6200	устремистася	0.24580170684705235	1.0
6201	третьей	0.9832068273882094	4.0
6202	мрский	0.4916034136941047	2.0
6203	моляшия	0.24580170684705235	1.0
6204	производящу	0.4916034136941047	2.0
6205	премудршии	0.24580170684705235	1.0
6206	унаследивше	0.24580170684705235	1.0
6207	обогащающу	0.4916034136941047	2.0
6208	свободство	0.24580170684705235	1.0
6209	схимоангельное	0.24580170684705235	1.0
6210	опустошаемей	0.24580170684705235	1.0
6211	восточнокафолическия	0.24580170684705235	1.0
6212	просветившего	0.24580170684705235	1.0
6213	доспевше	0.4916034136941047	2.0
6214	водимем	0.737405120541157	3.0
6215	стенищи	0.24580170684705235	1.0
6216	освятивший	0.24580170684705235	1.0
6217	порождаши	0.24580170684705235	1.0
6218	непрестаемый	0.24580170684705235	1.0
6219	отреченному	0.24580170684705235	1.0
6220	совозлегая	0.24580170684705235	1.0
6221	чудотворениях	0.24580170684705235	1.0
6222	уединяяся	0.9832068273882094	4.0
6223	вернулись	0.24580170684705235	1.0
6224	богородяце	0.24580170684705235	1.0
6225	острою	0.4916034136941047	2.0
6226	плакате	0.4916034136941047	2.0
6227	возвращающимся	0.24580170684705235	1.0
6228	монгольское	0.24580170684705235	1.0
6229	дориносителю	0.24580170684705235	1.0
6230	твердомудренным	0.24580170684705235	1.0
6231	ненавистная	0.24580170684705235	1.0
6232	потруждся	0.24580170684705235	1.0
6233	израилтеским	0.24580170684705235	1.0
6234	купножитие	0.24580170684705235	1.0
6235	многолетнем	0.24580170684705235	1.0
6236	израсттила	0.24580170684705235	1.0
6237	потопльшаго	0.24580170684705235	1.0
6238	зрящия	3.19542218901168	12.999999999999998
6239	алчущим	9.340464860187984	37.99999999999998
6240	связи	0.4916034136941047	2.0
6241	волоколамския	0.24580170684705235	1.0
6242	чтущмя	0.24580170684705235	1.0
6243	великодревесней	0.24580170684705235	1.0
6244	миролюбных	0.24580170684705235	1.0
6245	явестеся	0.24580170684705235	1.0
6246	прогневляющия	0.9832068273882094	4.0
6247	непрестаемая	0.24580170684705235	1.0
6248	поколеблем	0.24580170684705235	1.0
6249	назираи	0.24580170684705235	1.0
6250	болгарскою	0.24580170684705235	1.0
6251	дориносящим	1.2290085342352617	5.0
6252	солнцесветлаго	0.24580170684705235	1.0
6253	предняго	0.24580170684705235	1.0
6254	наслаждающийся	0.4916034136941047	2.0
6255	махрищской	0.24580170684705235	1.0
6256	страстй	0.24580170684705235	1.0
6257	единовсельники	0.24580170684705235	1.0
6258	составлаемь	0.24580170684705235	1.0
6259	окрыли	0.24580170684705235	1.0
6260	великопермстей	0.24580170684705235	1.0
6261	одном	0.4916034136941047	2.0
6262	сохранившихъ	0.24580170684705235	1.0
6263	собезначалъное	0.24580170684705235	1.0
6264	многобогатно	0.24580170684705235	1.0
6265	вредящаго	0.24580170684705235	1.0
6266	оыскал	0.24580170684705235	1.0
6267	ханское	0.24580170684705235	1.0
6268	просвещены	0.24580170684705235	1.0
6269	управленъ	0.24580170684705235	1.0
6270	разсееваяй	0.24580170684705235	1.0
6271	засохнут	0.24580170684705235	1.0
6272	открывающего	0.24580170684705235	1.0
6273	приймет	0.24580170684705235	1.0
6274	седалев	0.24580170684705235	1.0
6275	отогняти	0.24580170684705235	1.0
6276	россией	0.24580170684705235	1.0
6277	лк	0.24580170684705235	1.0
6278	селъ	0.24580170684705235	1.0
6279	временией	0.24580170684705235	1.0
6280	суздальскую	0.24580170684705235	1.0
6281	утесненней	0.24580170684705235	1.0
6282	гладен	0.24580170684705235	1.0
6283	невестоводителем	0.24580170684705235	1.0
6284	израилтяном	0.737405120541157	3.0
6285	бедстгвия	0.24580170684705235	1.0
6286	гдиень	0.24580170684705235	1.0
6287	издручает	0.24580170684705235	1.0
6288	нечистеи	0.24580170684705235	1.0
6289	особенности	0.24580170684705235	1.0
6290	наказуема	0.24580170684705235	1.0
6291	монголи	0.4916034136941047	2.0
6292	умиляюся	0.4916034136941047	2.0
6293	сохраньшим	0.24580170684705235	1.0
6294	подобистеся	0.737405120541157	3.0
6295	прековася	0.24580170684705235	1.0
6296	григоровичем	0.24580170684705235	1.0
6297	незлобоимения	0.24580170684705235	1.0
6298	негибнущая	0.24580170684705235	1.0
6299	казанская	0.4916034136941047	2.0
6300	ерафимы	0.24580170684705235	1.0
6301	неопалаему	0.24580170684705235	1.0
6302	многовредныя	0.24580170684705235	1.0
6303	алчущ	0.24580170684705235	1.0
6304	подобенвсе	0.24580170684705235	1.0
6305	прообразуй	1.2290085342352617	5.0
6306	оскверншияся	0.4916034136941047	2.0
6307	водительница	0.24580170684705235	1.0
6308	истерл	0.24580170684705235	1.0
6309	путешествующа	0.24580170684705235	1.0
6310	отрешении	0.24580170684705235	1.0
6311	подающим	0.24580170684705235	1.0
6312	воздарова	0.4916034136941047	2.0
6313	общежителей	0.24580170684705235	1.0
6314	преподобнически	0.24580170684705235	1.0
6315	бегатн	0.24580170684705235	1.0
6316	искавше	0.24580170684705235	1.0
6317	небоящияся	0.4916034136941047	2.0
6318	поправит	0.24580170684705235	1.0
6319	город	0.9832068273882094	4.0
6320	озарили	0.9832068273882094	4.0
6321	иверской	0.24580170684705235	1.0
6322	приринувших	0.24580170684705235	1.0
6323	препоясану	0.24580170684705235	1.0
6324	иоасафом	1.474810241082314	6.0
6325	моемоление	0.24580170684705235	1.0
6326	изъощрену	0.24580170684705235	1.0
6327	аллилуйя	27.283989460022873	111.00000000000026
6328	даема	0.24580170684705235	1.0
6329	озаренна	0.24580170684705235	1.0
6330	мстил	0.24580170684705235	1.0
6331	ежев	0.24580170684705235	1.0
6332	израилъ	0.24580170684705235	1.0
6333	боримей	0.24580170684705235	1.0
6334	каневскую	0.4916034136941047	2.0
6335	преподобническим	0.24580170684705235	1.0
6336	увебда	0.24580170684705235	1.0
6337	восприемниче	0.24580170684705235	1.0
6338	наси	0.24580170684705235	1.0
6339	веселищихся	0.24580170684705235	1.0
6340	яялейся	0.24580170684705235	1.0
6341	атироы	0.24580170684705235	1.0
6342	преявлехшо	0.24580170684705235	1.0
6343	немедлительный	0.24580170684705235	1.0
6344	неоранней	0.24580170684705235	1.0
6345	палим	0.737405120541157	3.0
6346	седмочисленником	0.4916034136941047	2.0
6347	свещеносиц	0.4916034136941047	2.0
6348	тойжелюбити	0.24580170684705235	1.0
6349	сохраненными	0.24580170684705235	1.0
6350	хитроплетенныя	0.4916034136941047	2.0
6351	предходящим	1.2290085342352617	5.0
6352	взыскатель	0.24580170684705235	1.0
6353	овруча	0.737405120541157	3.0
6354	архимандриты	0.24580170684705235	1.0
6355	огнепальнуто	0.24580170684705235	1.0
6356	причастатися	0.24580170684705235	1.0
6357	вторичным	0.24580170684705235	1.0
6358	территории	0.24580170684705235	1.0
6359	иринархом	0.4916034136941047	2.0
6360	преисполнистеся	0.24580170684705235	1.0
6361	игумениею	0.24580170684705235	1.0
6362	божя	0.24580170684705235	1.0
6363	обличитъ	0.24580170684705235	1.0
6364	пшеиицодавец	0.24580170684705235	1.0
6365	воиереех	0.24580170684705235	1.0
6366	ппсание	0.24580170684705235	1.0
6367	пославшего	0.24580170684705235	1.0
6368	отставати	0.24580170684705235	1.0
6369	соблюдаемы	0.24580170684705235	1.0
6370	отщетихомся	0.24580170684705235	1.0
6371	устьдеся	0.24580170684705235	1.0
6372	взявши	0.9832068273882094	4.0
6373	потоци	0.24580170684705235	1.0
6374	феодорову	0.24580170684705235	1.0
6375	плевелом	0.24580170684705235	1.0
6376	первопрестолышка	0.24580170684705235	1.0
6377	церковью	0.9832068273882094	4.0
6378	просительной	0.24580170684705235	1.0
6379	греми	0.24580170684705235	1.0
6380	призывяющия	0.24580170684705235	1.0
6381	треблаженная	0.737405120541157	3.0
6382	богородиценепрестанно	0.4916034136941047	2.0
6383	уповающия	14.010697290281975	56.999999999999964
6384	достигнувши	0.24580170684705235	1.0
6385	неизцельный	0.24580170684705235	1.0
6386	омерзила	0.24580170684705235	1.0
6387	сопривнести	0.24580170684705235	1.0
6388	безначльным	0.24580170684705235	1.0
6389	плетущее	0.24580170684705235	1.0
6390	погребшим	0.24580170684705235	1.0
6391	отемлющая	0.4916034136941047	2.0
6392	изъимающую	0.4916034136941047	2.0
6393	приразился	0.24580170684705235	1.0
6394	тойжеприближается	0.24580170684705235	1.0
6395	царицына	0.737405120541157	3.0
6396	магометанския	0.24580170684705235	1.0
6397	окормившися	0.24580170684705235	1.0
6398	словесытвоими	0.24580170684705235	1.0
6399	единомыслию	0.4916034136941047	2.0
6400	целующия	0.737405120541157	3.0
6401	притекающая	0.9832068273882094	4.0
6402	черниговскую	0.24580170684705235	1.0
6403	завещающия	0.4916034136941047	2.0
6404	воспростреся	0.4916034136941047	2.0
6405	многоцелебной	0.24580170684705235	1.0
6406	пожившим	2.4580170684705234	10.0
6407	упокойся	0.4916034136941047	2.0
6408	воркресен	0.24580170684705235	1.0
6409	стократными	0.24580170684705235	1.0
6410	церковьпришествием	0.24580170684705235	1.0
6411	дожденосныя	0.24580170684705235	1.0
6412	непосредне	0.24580170684705235	1.0
6413	еводе	0.4916034136941047	2.0
6414	невежствующим	0.24580170684705235	1.0
6415	устранившийся	0.24580170684705235	1.0
6416	готовностию	0.24580170684705235	1.0
6417	богословесное	0.24580170684705235	1.0
6418	цей	0.4916034136941047	2.0
6419	лжедимитрия	0.4916034136941047	2.0
6420	благословяши	0.24580170684705235	1.0
6421	скендерийскаго	0.24580170684705235	1.0
6422	образовал	0.24580170684705235	1.0
6423	грехоеныя	0.24580170684705235	1.0
6424	свечи	0.4916034136941047	2.0
6425	одобен	0.24580170684705235	1.0
6426	предъусрящем	0.24580170684705235	1.0
6427	ошевенский	0.24580170684705235	1.0
6428	кленущияся	0.737405120541157	3.0
6429	живописуяй	0.24580170684705235	1.0
6430	приобшившеся	0.24580170684705235	1.0
6431	картли	0.24580170684705235	1.0
6432	молитвениице	0.24580170684705235	1.0
6433	путеводительницы	0.24580170684705235	1.0
6434	стекшимся	0.24580170684705235	1.0
6435	радуитеся	0.4916034136941047	2.0
6436	преиспещренну	0.24580170684705235	1.0
6437	растерзающеся	0.24580170684705235	1.0
6438	благоплоднаго	0.24580170684705235	1.0
6439	дожил	0.24580170684705235	1.0
6440	пострадавшие	0.4916034136941047	2.0
6441	низвращенна	0.24580170684705235	1.0
6442	подъукрад	0.24580170684705235	1.0
6443	ипатию	0.4916034136941047	2.0
6444	воюющия	0.4916034136941047	2.0
6445	погибающему	0.24580170684705235	1.0
6446	иноками	0.4916034136941047	2.0
6447	нфяном	0.24580170684705235	1.0
6448	провозсияша	0.4916034136941047	2.0
6449	суетномирския	0.4916034136941047	2.0
6450	блажащими	0.24580170684705235	1.0
6451	скончавшемуся	0.24580170684705235	1.0
6452	соименных	0.24580170684705235	1.0
6453	навождения	0.4916034136941047	2.0
6454	спутником	0.4916034136941047	2.0
6455	исходатайствовавый	0.24580170684705235	1.0
6456	попеременно	0.24580170684705235	1.0
6457	лучавозсия	0.24580170684705235	1.0
6458	отци	0.24580170684705235	1.0
6459	подвергаем	0.24580170684705235	1.0
6460	познавающе	0.24580170684705235	1.0
6461	рядуйся	0.4916034136941047	2.0
6462	евангелиях	0.4916034136941047	2.0
6463	предъидеши	0.4916034136941047	2.0
6464	сокровищетвовасте	0.24580170684705235	1.0
6465	шествовавшия	0.4916034136941047	2.0
6466	сохранивыйся	0.24580170684705235	1.0
6467	пафлагонии	0.24580170684705235	1.0
6468	горазде	0.9832068273882094	4.0
6469	озаряемая	0.4916034136941047	2.0
6470	седялен	0.24580170684705235	1.0
6471	ветренему	0.24580170684705235	1.0
6472	соседнихъ	0.24580170684705235	1.0
6473	произошло	0.24580170684705235	1.0
6474	микраяннита	0.24580170684705235	1.0
6475	творище	0.24580170684705235	1.0
6476	предъусрящим	0.24580170684705235	1.0
6477	плодоносиши	0.4916034136941047	2.0
6478	долгото	0.24580170684705235	1.0
6479	взывающим	8.111456325952723	32.99999999999998
6480	возпущающия	0.24580170684705235	1.0
6481	близка	0.24580170684705235	1.0
6482	приричущих	0.24580170684705235	1.0
6483	возлюбленными	0.737405120541157	3.0
6484	возъизменив	0.24580170684705235	1.0
6485	вижуся	0.24580170684705235	1.0
6486	православныи	0.24580170684705235	1.0
6487	насадили	0.4916034136941047	2.0
6488	десятострунный	0.24580170684705235	1.0
6489	совершилось	0.24580170684705235	1.0
6490	изглашающий	0.24580170684705235	1.0
6491	всеюружии	0.24580170684705235	1.0
6492	промышленное	0.24580170684705235	1.0
6493	неленостнаго	0.24580170684705235	1.0
6494	первоизбраннаго	0.24580170684705235	1.0
6495	содержащ	0.24580170684705235	1.0
6496	восхваляющия	5.899240964329254	23.99999999999999
6497	мздодавец	0.24580170684705235	1.0
6498	будутъ	0.737405120541157	3.0
6499	памятью	0.4916034136941047	2.0
6500	ходатаицею	0.24580170684705235	1.0
6501	неукращаеми	0.24580170684705235	1.0
6502	отъити	0.24580170684705235	1.0
6503	сихъ	0.4916034136941047	2.0
6504	помилованы	0.24580170684705235	1.0
6505	воию	0.24580170684705235	1.0
6506	прибщайтеся	0.24580170684705235	1.0
6507	озера	0.24580170684705235	1.0
6508	воипостасное	0.24580170684705235	1.0
6509	небесномудр	0.24580170684705235	1.0
6510	устраншияся	1.474810241082314	6.0
6511	опаляющ	0.24580170684705235	1.0
6512	несмущено	0.24580170684705235	1.0
6513	лжеславная	0.24580170684705235	1.0
6514	связане	0.24580170684705235	1.0
6515	неборасленныя	0.24580170684705235	1.0
6516	ксанфия	0.4916034136941047	2.0
6517	нестии	0.24580170684705235	1.0
6518	умывернии	0.24580170684705235	1.0
6519	бухарев	0.24580170684705235	1.0
6520	владящим	0.9832068273882094	4.0
6521	всяи	0.24580170684705235	1.0
6522	гласищ	0.24580170684705235	1.0
6523	детовождение	0.24580170684705235	1.0
6524	отрочя	0.24580170684705235	1.0
6525	жировицкому	0.24580170684705235	1.0
6526	идоложрения	0.24580170684705235	1.0
6527	вавилонского	0.24580170684705235	1.0
6528	моровыя	0.24580170684705235	1.0
6529	уловленую	0.24580170684705235	1.0
6530	пятисоставный	0.24580170684705235	1.0
6531	рязанское	0.24580170684705235	1.0
6532	норвегския	0.24580170684705235	1.0
6533	малодушному	0.24580170684705235	1.0
6534	совосходящих	0.24580170684705235	1.0
6535	ахило	0.24580170684705235	1.0
6536	тобольск	1.9664136547764188	8.0
6537	умягчение	1.9664136547764188	8.0
6538	изыщи	0.24580170684705235	1.0
6539	смь	0.9832068273882094	4.0
6540	предстойши	0.24580170684705235	1.0
6541	мышления	0.24580170684705235	1.0
6542	призвашася	0.24580170684705235	1.0
6543	виновнее	0.24580170684705235	1.0
6544	водворити	0.24580170684705235	1.0
6545	сотвортему	0.24580170684705235	1.0
6546	самонадеянна	0.24580170684705235	1.0
6547	диавольская	0.24580170684705235	1.0
6548	присовокупився	0.24580170684705235	1.0
6549	родилаеси	0.24580170684705235	1.0
6550	обретут	0.24580170684705235	1.0
6551	превышная	0.24580170684705235	1.0
6552	знающаго	0.24580170684705235	1.0
6553	неистовая	0.4916034136941047	2.0
6554	извещаеми	0.24580170684705235	1.0
6555	безценныя	0.24580170684705235	1.0
6556	падошася	0.24580170684705235	1.0
6557	возименуются	0.4916034136941047	2.0
6558	безстрстно	0.24580170684705235	1.0
6559	устроившаго	0.737405120541157	3.0
6560	слышаших	0.24580170684705235	1.0
6561	поминаему	0.4916034136941047	2.0
6562	единообразна	0.24580170684705235	1.0
6563	оскорбляющия	1.474810241082314	6.0
6564	нашаго	0.24580170684705235	1.0
6565	любопразднственне	0.24580170684705235	1.0
6566	ских	0.24580170684705235	1.0
6567	вяшему	0.24580170684705235	1.0
6568	каваслила	0.24580170684705235	1.0
6569	конецъ	0.9832068273882094	4.0
6570	постившимся	0.4916034136941047	2.0
6571	сотворат	0.24580170684705235	1.0
6572	пожившему	0.24580170684705235	1.0
6573	созывается	0.4916034136941047	2.0
6574	благомощию	0.24580170684705235	1.0
6575	ружие	1.2290085342352617	5.0
6576	женыуслышите	0.24580170684705235	1.0
6577	неискуобрачная	0.24580170684705235	1.0
6578	явйлся	0.4916034136941047	2.0
6579	воплошение	0.24580170684705235	1.0
6580	омовенныя	0.24580170684705235	1.0
6581	законострадальческое	0.24580170684705235	1.0
6582	драгую	0.24580170684705235	1.0
6583	олнце	0.24580170684705235	1.0
6584	переблажене	0.24580170684705235	1.0
6585	разсыпаютея	0.24580170684705235	1.0
6586	псесвятая	0.24580170684705235	1.0
6587	мессия	0.24580170684705235	1.0
6588	приснопеваемую	0.24580170684705235	1.0
6589	укрепльшемся	0.24580170684705235	1.0
6590	поврежденна	0.24580170684705235	1.0
6591	местъ	0.24580170684705235	1.0
6592	изображающие	0.24580170684705235	1.0
6593	пешеходцем	0.24580170684705235	1.0
6594	равнобожия	0.4916034136941047	2.0
6595	неверную	0.24580170684705235	1.0
6596	облагоухаем	0.4916034136941047	2.0
6597	преднаписующи	0.24580170684705235	1.0
6598	заточениях	0.24580170684705235	1.0
6599	грещным	0.24580170684705235	1.0
6600	поступков	0.24580170684705235	1.0
6601	уравнйв	0.24580170684705235	1.0
6602	исповедайя	0.24580170684705235	1.0
6603	гефсиманстем	0.24580170684705235	1.0
6604	богорадованною	0.4916034136941047	2.0
6605	богоносие	0.24580170684705235	1.0
6606	поварне	0.4916034136941047	2.0
6607	вселенный	3.19542218901168	12.999999999999998
6608	изтрет	0.24580170684705235	1.0
6609	поражающее	0.24580170684705235	1.0
6610	многочудеснии	0.24580170684705235	1.0
6611	попразднетво	0.4916034136941047	2.0
6612	непрощеным	0.24580170684705235	1.0
6613	великодейственное	0.24580170684705235	1.0
6614	тщившияся	0.24580170684705235	1.0
6615	скоропарными	0.24580170684705235	1.0
6616	поклоняшася	0.24580170684705235	1.0
6617	преосвященных	0.24580170684705235	1.0
6618	язвеныя	0.24580170684705235	1.0
6619	просветившимся	0.24580170684705235	1.0
6620	богоповеленный	0.24580170684705235	1.0
6621	благомилосердо	0.4916034136941047	2.0
6622	возиместе	0.24580170684705235	1.0
6623	отидет	5.653439257482201	22.99999999999999
6624	ущедряемь	0.24580170684705235	1.0
6625	вступль	0.24580170684705235	1.0
6626	няемся	0.24580170684705235	1.0
6627	разжигася	0.24580170684705235	1.0
6628	печерское	0.4916034136941047	2.0
6629	воспряну	0.24580170684705235	1.0
6630	приложимо	0.24580170684705235	1.0
6631	отрясите	0.24580170684705235	1.0
6632	воззрюи	0.24580170684705235	1.0
6633	бренном	0.737405120541157	3.0
6634	болгаров	1.2290085342352617	5.0
6635	богоявленее	0.24580170684705235	1.0
6636	богозрительне	0.4916034136941047	2.0
6637	неудобопокорливое	0.24580170684705235	1.0
6638	устланный	0.24580170684705235	1.0
6639	плодоносней	0.24580170684705235	1.0
6640	больми	0.24580170684705235	1.0
